ID_Caso,AST_Features,Tem_Fuga_de_Recurso
Case_153_ConnectBot_SINTETICO_10_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,0
Case_097_Wordpress_SINTETICO_1_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_072_OSMTracker_SINTETICO_9_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_164_Zxing_SINTETICO_1_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,0
Case_095_Wordpress_SINTETICO_3_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_287_Cgeo_SINTETICO_2_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause,1
Case_281_K-9 Mail_SINTETICO_11_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_261_Terminal_SINTETICO_3_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close MethodCall_close,0
Case_099_Wordpress_SINTETICO_8_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,0
Case_234_K-9 Mail_SINTETICO_7_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause,0
Case_214_Xabber_SINTETICO_4_BUG,MethodCall_Other TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_276_VLC_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,1
Case_133_Transdroid_SINTETICO_1_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_228_ChatSecure_SINTETICO_3_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,0
Case_078_IRCCloud_SINTETICO_1_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_138_APG_SINTETICO_9_FIX,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,0
Case_156_SipDroid_SINTETICO_5_BUG,TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_release,1
Case_116_ChatSecure_SINTETICO_11_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close CatchClause MethodCall_Other,1
Case_136_CSipSimple_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,1
Case_170_K-9 Mail_SINTETICO_7_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release,0
Case_267_Hacker News_SINTETICO_9_FIX,TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,0
Case_276_VLC_SINTETICO_7_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_close MethodCall_close MethodCall_close,0
Case_261_Terminal_SINTETICO_7_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,0
Case_026_AnySoftKeyboard_SINTETICO_3_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_171_CallMeter_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_006_AnkiDroid_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_172_ConnectBot_SINTETICO_4_FIX,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other MethodCall_release,0
Case_269_K-9 Mail_SINTETICO_2_BUG,MethodCall_close MethodCall_Other MethodCall_close,1
Case_136_CSipSimple_SINTETICO_8_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,0
Case_156_SipDroid_SINTETICO_10_FIX,TryStatement MethodCall_Other CatchClause MethodCall_release TryStatement MethodCall_Other CatchClause MethodCall_Other,0
Case_169_K-9 Mail_SINTETICO_10_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause TryStatement MethodCall_close CatchClause,0
Case_169_K-9 Mail_SINTETICO_7_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_228_ChatSecure_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_284_Bitcoin-wallet_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_133_Transdroid_SINTETICO_5_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_098_Wordpress_SINTETICO_2_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_287_Cgeo_SINTETICO_7_FIX,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_close,0
Case_078_IRCCloud_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,1
Case_100_Wordpress_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other,1
Case_093_Wordpress_SINTETICO_3_BUG,MethodCall_Other,1
Case_231_ChatSecure_SINTETICO_8_FIX,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,0
Case_206_CycleStreets_SINTETICO_6_BUG,TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,1
Case_206_CycleStreets_SINTETICO_10_FIX,TryStatement MethodCall_Other MethodCall_Other MethodCall_close CatchClause MethodCall_Other,0
Case_145_FBReaderJ_SINTETICO_1_FIX,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_close,0
