ID_Caso,AST_Claude,AST_GPT,AST_Gemini
Case_176_CSipSimple_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other MethodCall_Other
Case_050_Owncloud_SINTETICO_10_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_006_AnkiDroid_SINTETICO_7_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_278_K-9 Mail_SINTETICO_2_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other
Case_153_ConnectBot_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close
Case_229_ChatSecure_SINTETICO_9_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_171_CallMeter_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release
Case_273_Terminal_SINTETICO_4_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other
Case_170_K-9 Mail_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release CatchClause MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release
Case_289_Bankdroid_SINTETICO_3_BUG,TryStatement TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement TryStatement MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_078_IRCCloud_SINTETICO_7_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_164_Zxing_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close
Case_025_AnkiDroid_SINTETICO_2_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_237_K-9 Mail_SINTETICO_11_BUG,MethodCall_Other MethodCall_Other MethodCall_close,TryStatement MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause MethodCall_Other,TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_close
Case_268_Hacker News_SINTETICO_9_BUG,TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other
Case_156_SipDroid_SINTETICO_11_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release
Case_226_ChatSecure_SINTETICO_10_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_266_Hacker News_SINTETICO_10_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_070_OSMTracker_SINTETICO_4_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_228_ChatSecure_SINTETICO_8_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_close MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_158_OsmDroid_SINTETICO_5_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_175_CSipSimple_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_228_ChatSecure_SINTETICO_6_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_178_Xabber_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_recycle,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_recycle,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_recycle
Case_268_Hacker News_SINTETICO_6_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other
Case_096_Wordpress_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_132_Transdroid_SINTETICO_5_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_222_ChatSecure_SINTETICO_8_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_219_ChatSecure_SINTETICO_6_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_029_Osmand_SINTETICO_10_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_097_Wordpress_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other
Case_149_AnySoftKeyboard_SINTETICO_2_BUG,MethodCall_close MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_close TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_close TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_175_CSipSimple_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_279_K-9 Mail_SINTETICO_2_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other
Case_219_ChatSecure_SINTETICO_4_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_close MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_227_ChatSecure_SINTETICO_4_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other
Case_095_Wordpress_SINTETICO_3_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other
Case_049_Owncloud_SINTETICO_10_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_227_ChatSecure_SINTETICO_10_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause,ERRO_SINTAXE
Case_222_ChatSecure_SINTETICO_2_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_230_ChatSecure_SINTETICO_10_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_227_ChatSecure_SINTETICO_6_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause,ERRO_SINTAXE
Case_230_ChatSecure_SINTETICO_8_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_171_CallMeter_SINTETICO_6_BUG,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release
Case_094_Wordpress_SINTETICO_5_BUG,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other
Case_070_OSMTracker_SINTETICO_9_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_163_IRCCloud_SINTETICO_3_BUG,TryStatement MethodCall_release MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other CatchClause MethodCall_release,MethodCall_Other TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other,TryStatement MethodCall_release MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other CatchClause MethodCall_release
Case_099_Wordpress_SINTETICO_5_BUG,MethodCall_close MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_close MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other
Case_288_Bankdroid_SINTETICO_7_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_268_Hacker News_SINTETICO_4_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other
Case_177_CSipSimple_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other
Case_089_Wordpress_SINTETICO_8_BUG,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_290_Bankdroid_SINTETICO_3_BUG,TryStatement TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement TryStatement HasFinallyBlock MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_Other
Case_285_Osmand_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_176_CSipSimple_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_232_K-9 Mail_SINTETICO_1_BUG,ERRO_SINTAXE,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other
Case_229_ChatSecure_SINTETICO_2_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_170_K-9 Mail_SINTETICO_1_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other MethodCall_release CatchClause MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release,MethodCall_Other TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_286_Cgeo_SINTETICO_6_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other
Case_285_Osmand_SINTETICO_2_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_163_IRCCloud_SINTETICO_11_BUG,TryStatement MethodCall_release MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_release MethodCall_release,MethodCall_Other TryStatement MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_release MethodCall_Other,TryStatement MethodCall_release MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_release
Case_220_ChatSecure_SINTETICO_10_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
